aiddata_id,aiddata_2_id,year,donor,donor_iso,donor_region,implementing_agency,financing_agency,crs_bi_multi,recipient,recipient_iso,recipient_region,start_date,end_date,commitment_date,planned_start_date,planned_end_date,title,short_description,long_description,donor_project_id,donor_secondary_id,aiddata_sector_code,aiddata_sector_name,aiddata_purpose_code,aiddata_purpose_name,aiddata_activity_codes,aiddata_activity_names,flow_name,crs_sector_code,crs_sector_name,crs_purpose_code,crs_purpose_name,coalesced_purpose_code,coalesced_purpose_name,commitment_amount_usd_constant,total_project_cost,crs_trade,crs_climate,crs_biodiversity,crs_gender,crs_environment,crs_desertification,pdgg,channel_code,finance_t,associated_financing,future_ds_principal_amount_usd_nominal,future_ds_interest_amount_usd_nominal,received_amount_usd_nominal,irtc_amount_usd_nominal,untied_amount_usd_nominal,tied_amount_usd_nominal,partial_tied_amount_usd_nominal,finance_t,arrears_interest_amount_usd_nominal,arrears_principal_amount_usd_nominal,initial_report,ftc,repay_type,outstanding_amount_usd_nominal,interest_amount_usd_nominal,expert_commitment_amount_usd_nominal,export_credit_amount_usd_nominal,expert_extended_amount_usd_nominal,additional_info,source,source_detail
40340747,,9999,Global Environment Facility (GEF),,Multilaterals,,,,Global,,"Bilateral, unspecified",,,1/1/9999,,,Initial Implementation of Accelerated HCFC Phase-out in the CEIT Region,,"description:To achieve compliance in non-article 5 CEITs in the CIS with the accelerated Montreal Protocol HCFC phase-out requirements through stabilization and progressive reduction of HCFC consumption. This will be achieved by implementation of legislative and regulatory measures, capacity building related to refrigeration servicing and customs controls, and targeted investment with particular emphasis on controlling demand in refrigeration servicing sector and phase-out of direct consumption in manufacturing where it occurs. The framework for this will be HCFC Phase Out Management Plans (HPMPs), to be finalized under the project utilizing results from the current GEF Regional HCFC survey and phase-out strategy project. Additionally, the project will be undertaken in cooperation with the current GEF capacity building projects in CEITs, parallel Multilateral Fund projects in article 5 CEITs involving development of HPMPs, and the ECA ODS Network.;",4102,undp_pmis_id:4309;,410,General environmental protection,41020,Biosphere protection,23010.03|23010.01|41020.02|41010.02,"Institution capacity building, Energy|Energy policy and administrative management, activity unspecified or does not fit elsewhere in group|Air pollution control|Environmental policy, laws, regulations and economic instruments",Grant,,,,,41020,Biosphere protection,9000000,158376640.917698,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,"Project status:CEO PIF Clearance;region:Europe and Central Asia;Project Type:Full Size Project;List of Countries:Belarus; Regional; Tajikistan; Ukraine; Uzbekistan; ;Focal area:Ozone Depleting Substances;Funding Source:GEF Trust Fund;PIF approval date:May 07, 2010;gef project grant amount (USD):9,000,000;gef agency fees (USD):900,000;",Screen Scrape Adapter,http://gefonline.org/projectDetailsSQL.cfm?projID=4102
40401079,,2009,Estonia,EE,Europe,,Estonian Ministry of Foreign Affairs,,Belarus,BY,Europe,1/10/2009,31/10/2009,1/1/2009,,,Support to the European Humanities University,,,,,114,Post-secondary education,11420,Higher education,11420.01,"Post-secondary education, activity unspecified or does not fit elsewhere in group",Not Reported,,,,,11420,Higher education,19167,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Other,
40645766,,2010,World Bank - International Bank for Reconstruction and Development (IBRD),,Multilaterals,BELAVTODOR (HIGHWAY ADMINISTRATION) ,,,Belarus,BY,Europe,,30/11/2014,1/1/2010,,,Road Upgrading and Modernization Project,,"The development objective of the Road Upgrading and Modernization Project for Belarus is to reduce transport costs for road users on the upgraded sections of the M5 road, and introduce electronic tolling in Belarus as an efficient cost recovery mechanism. There are three components to the project. The first component of the project is road upgrading. This component will include the upgrading from 2 to 4 lanes of a total of 53 km of the M5 road located between Minsk and Bobrujsk. The second component of the project is modernization of road tolling system. This component will include the supply and installation of a modern electronic road tolling system based on microwave technology on a 109 km section (from km 22 to km 131) of the M5 road between Minsk and Bobrujsk. The third component of the project is technical assistance and capacity building. This component will be aimed at strengthening the institutional capacity of road sector institutions in Belarus and helping them to converge towards European standards and methods. It will include technical assistance, training, and other activities.",P118375,,210,Transport and storage,21020,Road transport,21081.01|21010.03|21020.02,"All transport education/training activities|Institution capacity building, Transport|Road infrastructure, road vehicles",Loan (unknown type),,,,,21020,Road transport,159796447,159796447.450123,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Environmental Impact Category: B,Screen Scrape Adapter,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P118375
40645781,,2010,World Bank - International Bank for Reconstruction and Development (IBRD),,Multilaterals,BELINVESTENERGOSBEREZHENIE ,,,Belarus,BY,Europe,,,1/1/2010,,,POST-CHERNOBYL RECOVERY - ADDITIONAL FINANCING,,"This project paper seeks the approval of the Executive Directors to provide an additional loan to Belarus for the Post-Chernobyl Recovery Project. The additional loan will help finance the costs associated with the scale-up of activities to enhance the impact of this well-performing project at additional sites in the radionuclide-contaminated areas of the Brest, Gomel and Mogilev Oblasts. The investments will be similar to those under the original project, i.e: energy efficiency improvements, including window replacements and energy efficiency lighting in public buildings, rehabilitation of boiler houses and in some cases conversion of boiler houses to mini combined heat and power plants, and also connection of individual homes to natural gas for heating purposes. The major changes will be: (a) increasing the loan disbursement percentage from 80 to 100 percent of all expenditures, (b) revising the monitoring indicators to reflect the scaled-up activities, and (c) extending the closing date for the additional loan by three years from December 31, 2010 to December 31, 2013.",P118376,,230,Energy generation and supply,23000,"Energy generation and supply, combinations of activities",23010.05|23020.06|73010.04,Energy conservation|Combined heat and power plants (CHP)|Reconstruction assistance,Loan (unknown type),,,,,23000,"Energy generation and supply, combinations of activities",31959289,31959289.4900247,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Environmental Impact Category: B,Screen Scrape Adapter,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P118376
40654280,,2009,World Bank - International Bank for Reconstruction and Development (IBRD),,Multilaterals,Belarus (Ministry of Economy),,,Belarus,BY,Europe,,1/6/2010,1/1/2009,,,Belarus DPL,,"This document describes the Development Policy Loan (DPL) for $200 million that supports the Government's program aimed at addressing the social impact of the crisis, while advancing the structural reforms to foster economic recovery. The reforms supported by this operation aim at strengthening social assistance programs to function better as a cushion to protect the poorest and those vulnerable to fall into poverty due to the economic slowdown and future reforms. Moreover, this operation supports a significant structural reform agenda aimed at unlocking new sources of recovery and medium term growth, particularly through further price liberalization, reducing the costs of entry for new businesses, reducing regulatory and administrative costs of operation for the private sector, reducing subsidies, and eliminating inefficient taxes. At the same time, it supports initial steps in setting the legal and institutional basis for an adequate and transparent privatization process.",P115700,,151,"Government and civil society, general",15110,Economic and development policy/planning,25010.05|15110.05|15110.02|16010.06|51010.03|16010.01|16010.02|15120.03|73010.02|25020.01,"Legal and regulatory reform|Development planning and preparation of structural reforms|Macro-economic, fiscal and monetary policy and planning|Social dimensions of structural adjustment|Support for implementation of macroeconomic reforms|Social/welfare services, activity unspecified or does not fit elsewhere in this group|Social legislation and administration|Tax assessment procedures|Recovery|All state enterprise privatisation activities",Loan (unknown type),,,,,15110,Economic and development policy/planning,215359929,215359928.841634,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Screen Scrape Adapter,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P115700
40662842,,2010,World Bank - International Bank for Reconstruction and Development (IBRD),,Multilaterals,Belarus (Ministry of Housing & Utilities) ,,,Belarus,BY,Europe,,30/12/2016,1/1/2010,,,Integrated Solid Waste Management Project,,"The objective of the Integrated Solid Waste Management Project for Belarus is to: (i) increase environmental benefits of integrated solid waste management in the City of Grodno through recovery and reuse of recyclable materials; and (ii) strengthen national capacity to manage hazardous wastes associated with Persistent Organic Pollutants (POPs). There are four components to the project. Component one: construction of a mechanical waste separation treatment facility in the City of Grodno. This component is estimated to cost US$ 37 million, financed by a World Bank loan. Funds will finance construction of a 120,000 ton/year modern mechanical separation plant to recover recyclable materials from commercial and household waste. Component two: waste separation management improvements. This component is estimated to cost US$4.0 million, financed from Government budget. The objective is to sequence improvements to separate waste at source so the mechanical solid waste separation facility receives higher-quality dry input materials to process. Component three: POPs stockpile management. This component will cost an estimated US$26.7 million: US$5.5 million financed by a global environment facility (GEF) grant; US$20.6 million financed from Government and enterprise resources; and the balance from international sources such as United Nation Development Program (UNDP), Swedish International Development Authority (SIDA), North Atlantic Treaty Organisation (NATO). Component four: project management and other support activities: managing the solid waste management (SWM) components (I &amp; II) is estimated to cost US$ 2.65 million: the World Bank will finance US$0.4 to support project staff, training, audits, and incremental office operating expenses; Government will finance staffing, monitoring and evaluation, including surveys; other official staffing support from the Ministry of Housing Utilities (MHU) and the Oblast; and office accommodation, operations, and maintenance.",P114515,,140,Water supply and sanitation,14050,Waste management/disposal,14050.01|14050.02|14050.03|41020.01,"Waste management/disposal, activity unspecified or does not fit elsewhere in group|Municipal and industrial solid waste management|Collection, disposal and treatment|Biosphere protection, activity unspecified or does not fit elsewhere in group",Loan (unknown type),,,,,14050,Waste management/disposal,45282052,51940237.2791881,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Environmental Impact Category: A,Screen Scrape Adapter,http://web.worldbank.org/external/projects/main?pagePK=64283627&piPK=73230&theSitePK=40941&menuPK=228424&Projectid=P114515
40855291,,2010,"Global Fund to Fight Aids, Tuberculosis and Malaria (GFATM)",,Multilaterals,Liberia (Ministry of Health & Social Welfare) ,,,Belarus,BY,Europe,1/4/2010,30/9/2012,1/1/2010,,,Incresing Facility-based Expansion and Health Systems Strengthening while Strengthening prevention and Community-based Inititiatives,,"Liberia has a total population of 3.6 million people and it is estimated that the national HIV infection rate is 5.7 percent. The program supported by this grant has been designed to build on activities in the fight against HIV and AIDS that have been carried out over the last three years and to expand access to HIV testing and to support, care, and treatment for people living with HIV. The program will also focus on further increasing the health system's ability to deliver improved services to the population through the strengthening of the overall health system in Liberia.",LBR-810-G07-H,,130,Population policies/ programmes and reproductive health,13040,STD control including HIV/AIDS,12110.03|13040.01|13040.05,"Institution capacity building, Health general|Unspecified STD and HIV/AIDS activities or does not fit elsewhere in group|Treatment, care",Grant,,,,,13040,STD control including HIV/AIDS,34952715,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Local Fund Agent is: PWC (PricewaterhouseCoopers); Commitment date is the date grant signed rather than the date of board approval.,Screen Scrape Adapter,http://portfolio.theglobalfund.org/Grant/Index/LBR-810-G07-H?lang=en
40861343,,2009,"Global Fund to Fight Aids, Tuberculosis and Malaria (GFATM)",,Multilaterals,United Nations Development Program (UNDP),,,Belarus,BY,Europe,1/1/2010,31/12/2011,1/1/2009,,,"Ensure Universal Access of the Key Affected Populations in Belarus to HIV Prevention, Treatment and Care",,"As of 2007 the HIV epidemic in Belarus remained concentrated among vulnerable groups, with low prevalence of 0.2 percent among the general population. Although injecting drug use was the initial driver of the epidemic, in recent years unsafe sex has become a prominent risk factor for HIV transmission. The program supported by this grant seeks to continue efforts to control the HIV epidemic in Belarus and to reduce AIDS-related deaths. The program will expand prevention, treatment and care services for most-at-risk populations, injecting drug users, sex workers, men who have sex with men, prisoners, women and youth, and will aim to improve the quality of services through capacity building of the nongovernmental organizations servicing these groups. The program further endeavors to provide prevention services to young people through schools to make treatment with antiretroviral drugs more widely available, to improve laboratory diagnosis and training of health care staff; and to provide TB treatment to HIV patients who need it",BLR-809-G03-H,,130,Population policies/ programmes and reproductive health,13040,STD control including HIV/AIDS,12110.03|12250.04|16010.05|13040.01|13040.03|12281.01|13040.04|13040.05|13081.01|12191.02|13010.03,"Institution capacity building, Health general|Tuberculosis control|Support for vulnerable groups|Unspecified STD and HIV/AIDS activities or does not fit elsewhere in group|Testing|All staff training, basic health care services|Prevention|Treatment, care|Staff education and training, P&R health care services|Laboratories|Institution capacity building, Population policy and reproductive health",Grant,,,,,13040,STD control including HIV/AIDS,14543158,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Project Round: 8; Local Fund Agent is: KPMG; Commitment date is the date grant signed rather than the date of board approval.,Screen Scrape Adapter,http://portfolio.theglobalfund.org/Grant/Index/BLR-809-G03-H?lang=en
40861358,,2010,"Global Fund to Fight Aids, Tuberculosis and Malaria (GFATM)",,Multilaterals,United Nations Development Program (UNDP),,,Belarus,BY,Europe,1/1/2011,31/12/2012,1/1/2010,,,Strengthening the Support to Vulnerable Groups and Population at Large under the National TB Control Strategy of Belarus and Expanding Access to Quality Diagnosis and Treatment of Drug-Resistant Tuberculosis,,"The overall Goal of the Grant is To reduce the burden of tuberculosis in Belarus by scaling up the management of drug-resistant tuberculosis.   While further strengthening essential DOTS interventions remains the key requirement for preventing resistance, it has become clear that, in conditions of very high DR-TB burden, timely diagnosis and proper treatment of DR-TB cases are necessary for the overall success in combating the epidemic and achieving TB control targets and disease-related Millennium Development Goals.This proposal targets specifically drug-resistant TB, therefore a sole main Objective was identified: Objective was identified:  To expand the access to quality diagnosis and treatment of drugresistant tuberculosis. Respectively, there is one Service Delivery Area: Management of drugresistant tuberculosis.The proposal aims at scaling up the management  of DR-TB in the country by enrolling a higher number of patients in second-line treatment according to the need. It is foreseen to enrol a total of 2,100 MDR-TB patients over five years from the civilian and penitentiary sectors. The grant is built to support the country’s second application to  the Green Light Committee for expansion of the treatment cohort, which will be submitted by September 2009. The accomplishment of the grant’s Objective will be ensured through strengthening human and infrastructural capacities, upgrading the TB laboratory services and provision of up-to-date treatment of DR-TB cases with appropriate patient support to ensure adherence. The proposal has a country-wide scope and covers the needs of both civilian and penitentiary sectors. It targets all TB patients in the country (about 28,000 over 5 years); a specific group to be reached by the grant are DR-TB patients. The proposed Activities are organized in the following groups:  1. Strengthening national capacities for management of drug-resistant TB 2. Diagnosis of drug-resistant TB cases 3. Treatment of drug-resistant TB cases with patient support 4. Operational research on drug-resistant TB. The proposal aims at expanding access to diagnosis and treatment of DR-TB: all TB patients will have access to drug susceptibility testing and all patients diagnosed with DR-TB will have access to second line treatment. It is expected that on a longer run, the grant will contribute to improving the key TB outcome indicators (case detection rate  and treatment success rate) and decreasing the prevalence of MDR-TB.",BLR-S10-G04-T,,122,Basic health,12250,Infectious & Parasitic disease control,12182.01|12110.03|15130.06|12250.04,"All general medical research activities|Institution capacity building, Health general|Law enforcement and crime prevention|Tuberculosis control",Grant,,,,,12250,Infectious & Parasitic disease control,12719005,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,Local Fund Agent is: KPMG; Commitment date is the date grant signed rather than the date of board approval.,Screen Scrape Adapter,http://portfolio.theglobalfund.org/Grant/Index/BLR-S10-G04-T?lang=en
40887640,,2008,Lithuania,LT,Europe,Administration of the Dzukija National Park,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Prof. Tadas Ivanauskas and his activities on the Lithuanian-Belarusian state border,,"The goal is to immortalise the memory of Prof. Tadas Ivanauskas, who was born, lived and worked in the Lithuanian-Belarusian state border region, by cooperation and partnership of the Lithuanian and Belarusian environmentalists and ethnographers. Publishing materials on work and life of Prof. Tadas Ivanauskas.",,,160,Other social infrastructure and services,16010,Social/ welfare services,22030.03|16010.07,Print media activities|Culture and recreation,Not Reported,,,,,16010,Social/ welfare services,2283,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40887822,,2008,Lithuania,LT,Europe,Association 'Polish Information Center in Vilinius INFORUM',Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,'TV BELSAT' independent satellite television channel for Belarus,,"BELSAT is the first independent satellite television channel to be broadcasted from abroad for the viewers in Belarus. The aim of the channel is to provide the Belarusians with independent and objective information by breaking the information monopoly and also by strengthening the democratic political opposition. A talk show “Forum” was produced in Vilnius this year. 'Forum' is a discussion show, where the leaders of opposition and society representatives together with representatives from official authorities discuss the ealities in Belarus.",,,151,"Government and civil society, general",15150,Strengthening civil society,22030.02|15150.08,Television activities|Free flow of information,Not Reported,,,,,15150,Strengthening civil society,66509,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40887835,,2008,Lithuania,LT,Europe,Audrey Vardomatski (Laboratory Novak),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Monitoring of the public opinion in Belarus,,"The aim of the project is monitoring of the public opinion in Belarus on the main political, social, economical and public events.",,,151,"Government and civil society, general",15150,Strengthening civil society,15110.03|15150.01|15150.08,"Institutional capacity building, Government|Strengthening civil society, activity unspecified or does not fit elsewhere in group|Free flow of information",Not Reported,,,,,15150,Strengthening civil society,3674,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40887848,,2008,Lithuania,LT,Europe,Belarusian Institute (BI),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Support for the independent media,,"The aim of the project is to divert Belarusian electronic media to one information gates and to make all the available information in the media recourses more userfriendly, as well as to create electronic data base of the events in Belarus. This project is a part of a bigger programme, which involves 4 different newspapers.",,,151,"Government and civil society, general",15150,Strengthening civil society,22030.01|22030.03|15150.08,Radio activities|Print media activities|Free flow of information,Not Reported,,,,,15150,Strengthening civil society,88679,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40887861,,2008,Lithuania,LT,Europe,Belarusian youth organisation Young Front (Malady Front),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,European Belarus!,,"Support to the project called “European Belarus!” organised by the Belarusian youth organisation Young front . The aim of the project “European Belarus!” is to promote European values among the Belarusian youth, to spread information on the EU-Belarusian relations and their status.",,,160,Other social infrastructure and services,16010,Social/ welfare services,16010.05,Support for vulnerable groups,Not Reported,,,,,16010,Social/ welfare services,3827,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40887926,,2008,Lithuania,LT,Europe,Children's Rights ombudsmen institution,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Apprenticeship of the Belarusian expert working in the field of Child's Rights' protection,,"The aim of the project is to enhance skills of children's rights protection professionals from Belarus and to share Lithuania’s experience. During the project, a half-term training course was organized in Lithuania for a Belarusian specialist, working in the area of children’s rights protection. By the end of the course expert from Belarus has prepared a comparative report on Lithuanian and Belarusian children’s right protection systems.",,,151,"Government and civil society, general",15130,Legal and judicial development,15130.06|16010.05|15150.01|11330.04|15130.03|15150.07,"Law enforcement and crime prevention|Support for vulnerable groups|Strengthening civil society, activity unspecified or does not fit elsewhere in group|Apprenticeships|Institutional strengthening of legal and judicial systems|Human rights",Not Reported,,,,,15130,Legal and judicial development,9787,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888007,,2008,Lithuania,LT,Europe,Democracy and Development Support Fund,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Support for Democracy and Human Rights small projects program,,"The project is essentially designed to respond quickly to the needs of the Belarusian dissidents, scientists, artists.",,,151,"Government and civil society, general",15150,Strengthening civil society,15150.05|15150.07,Other participatory planning and decision making procedures and institutions|Human rights,Not Reported,,,,,15150,Strengthening civil society,63101,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888046,,2008,Lithuania,LT,Europe,Eastern Europe Studies Center (EESC),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,'United students of Belarus' - informal community of Belarus students abroad,,"The project is intended to unite Belarusians studying abroad, to promote their civil activities and to raise civil consciousness. These young students in exile have a potential to impact the situation in their country, if they are not dispersed. Furthermore, they might be important advocates and influential ambassadors of Belarus in the countries where they study. Despite these expectations, the real situation is upsetting, as more and more of active young people leave the country and become more focused on their personal lives and goals. Some of them do not even have a motivation to come back to Belarus in the future, which should be essential in the upcoming period of transformation.",,,111,"Education, level unspecified",11105,"Education, level unspecified, purpose unspecified or does not fit under any other applicable codes",11105.01,"Education, level unspecified, activity unspecified or does not fit under any other applicable codes",Not Reported,,,,,11105,"Education, level unspecified, purpose unspecified or does not fit under any other applicable codes",54706,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888059,,2008,Lithuania,LT,Europe,Eastern Europe Studies Center (EESC),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Discussion of the future perspectives of Belarus. Possible contribution of Lithuania,,"The objective of this three-day conference was to analyse and flesh out the perspectives of economic, political and social development of the Republic of Belarus. An economic and political dialogue of experts and practitioners from Belarus, European and neighbouring countries elaborated viable strategies and recommendations, this way contributing to the establishment of common grounds.",,,430,Other,43081,Multisector education/training,15220.01|43081.01|15150.05,Support for civilian peace-building activities|Multisector education/training activities|Other participatory planning and decision making procedures and institutions,Not Reported,,,,,43081,Multisector education/training,443,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888072,,2008,Lithuania,LT,Europe,Eastern Europe Studies Center (EESC),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Empowering Grassroots Organizations in Belarus,,"Belarusian youth leadership training. Enhancing leadership, organizational and public information skills of members of the Belarusian youth organizations.",,,151,"Government and civil society, general",15150,Strengthening civil society,16010.05|16081.01|15150.01|15150.02|15150.04,"Support for vulnerable groups|All social services education/training activities|Strengthening civil society, activity unspecified or does not fit elsewhere in group|Community participation and development|Grassroots organizations",Not Reported,,,,,15150,Strengthening civil society,133862,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888111,,2008,Lithuania,LT,Europe,Lithuania (Embassy in Minsk),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,The Children of Chechersk,,This long term project provides rehabilitation to children that were affected by the Chernobyl accident (in the Chechersk region). The children’s health is improved by the treatment at the sanatorium in Druskininkai (Lithuanian resort).,,,121,"Health, general",12191,Medical services,12191.01|16010.05|12191.03,"Medical services, activity unspecified or does not fit elsewhere in group|Support for vulnerable groups|Specialized clinics and hospitals",Not Reported,,,,,12191,Medical services,11085,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888124,,2008,Lithuania,LT,Europe,European Humanities University (EHU),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,The Lithuanian language and culture studies for EHU students,,"This project is a part of a long-term program which aims to teach EHU students, professors and staff members Lithuanian language and culture. The core component of the project is a course of Lithuanian language and culture. Learning of the Lithuanian language is facilitated by a complex of cultural and language-training subprojects, such as the Summer Art Academy, the Summer Language Camp for students in distance learning courses, master classes, movie screenings, offering information in the Lithuanian language on the EHU website, and other cultural events.",,,111,"Education, level unspecified",11120,Education facilities and training,22040.03|22030.02|16010.07|11120.04|11130.01,"Internet access|Television activities|Culture and recreation|Language training|Teacher training, level unspecified, activities",Not Reported,,,,,11120,Education facilities and training,155148,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888138,,2008,Lithuania,LT,Europe,European Humanities University (EHU),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Support for EHU (running costs),,"The project’s goal is to cover running costs of the teaching premises provided for the EHU. Teaching facilities and their maintenance is one of the most important integral parts of the project “European Humanities University in exile”, without which university could not continue its existence in Lithuania. Reimbursement for the utilities expenses would help to solve financial issues with regard to Lithuania’s commitment to provide the EHU with classroom space during its existence in Lithuania. Long-term financing of the utilities will ensure a sustainable provision of the EHU with teaching facilities and, therefore, will guarantee an opportunity to educate a new democratic generation for Belarus.",,,114,Post-secondary education,11420,Higher education,11420.01|11420.03|11420.02,"Post-secondary education, activity unspecified or does not fit elsewhere in group|Post-secondary education infrastructure|Post-secondary education, policy and administrative management",Not Reported,,,,,11420,Higher education,94529,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888151,,2008,Lithuania,LT,Europe,European Humanities University (EHU),Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,EHU International Cooperation Promotion,,"The project aims to promote the international cooperation of a newly established management board of European Humanities University , enabling Lithuanian representative L. Donskis to participate in all board meetings throughout the first year of its operation.",,,111,"Education, level unspecified",11110,Education policy and administrative management,11110.05|11420.02,"School management and governance|Post-secondary education, policy and administrative management",Not Reported,,,,,11110,Education policy and administrative management,3962,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888190,,2008,Lithuania,LT,Europe,European Radio for Belarus,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Neighbours Puzzle,,Series of radio broadcasts on Lithuania; support to the radio infrastructure after it was devastated by the Belarusian authorities.,,,220,Communications,22030,Radio/television/print media,22030.01,Radio activities,Not Reported,,,,,22030,Radio/television/print media,1148,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888281,,2008,Lithuania,LT,Europe,Independent newspaper Narodnaya Volia,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Infrastructure development of an independent newspaper Narodnaya Volia,,In autumn 2008 Belarusian authorities eliminated their administrative barriers for the pro-democratic (opposition oriented) media to be published and distributed without interferences. The distribution and promotion of independent newspapers are weak and unprepared to tackle the changed situation. The project is aimed to restore and foster the lost infrastructure of distribution and promotion of an independent newspaper Narodnaya Volia .,,,220,Communications,22030,Radio/television/print media,22030.03|22010.03|15150.08,"Print media activities|Institution capacity building, Communications|Free flow of information",Not Reported,,,,,22030,Radio/television/print media,4593,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888294,,2008,Lithuania,LT,Europe,Independent newspaper Nasha Niva,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Infrastructure development of an independent newspaper Nasha Niva,,"In autumn 2008, after 3 years the Belarusian authorities eliminated their administrative barriers for the pro-democratic (opposition oriented) media to be published and distributed without interferences. The distribution and promotion of independent newspapers are weak and unprepared to tackle the changed situation. The project is aimed to restore and foster the lost infrastructure of distribution and promotion of an independent newspaper Nasha Niva.",,,151,"Government and civil society, general",15150,Strengthening civil society,22030.03|15150.08,Print media activities|Free flow of information,Not Reported,,,,,15150,Strengthening civil society,3215,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
40888320,,2008,Lithuania,LT,Europe,Institute of International Relation and Political Sciences,Ministry of Foreign Affairs,,Belarus,BY,Europe,,,1/1/2008,,,Analysis of the Parliamentary Election in Belarus 2008,,The aim of this project is to prepare a complete study of the Belarusian Parliamentary Election campaign. The study is prepared by the students of political science during their visit to Belarus.,,,151,"Government and civil society, general",15150,Strengthening civil society,15150.06,Elections,Not Reported,,,,,15150,Strengthening civil society,2660,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,,Annual Report,
